,familiar.n.03,microphone.n.01,leo.n.03,nan.n.04,gram.n.01,wagon.n.04,small_computer_system_interface.n.01,objective.n.02,comprehensive_examination.n.01,goal.n.04,starter.n.07,cursor.n.01,testing.n.02,musical_instrument_digital_interface.n.01,version.n.06,policy.n.03,tire.n.01,phosphorus.n.01,tiger.n.02,thinker.n.01,winder.n.02,ma.n.01,hoard.n.01,speaker.n.03,portland.n.02,car.n.02,mortarboard.n.01,mode.n.06,fiberglass.n.01,million.n.01,turk.n.01,keyboard.n.01,gunman.n.02,hexagon.n.01,magnesium.n.01,ruthenium.n.01,mistake.n.01,price.n.05,tribe.n.01,range.n.04,plot.n.01,human_immunodeficiency_virus.n.01,bible.n.02,dram.n.01,adobe.n.02,adapter.n.02,spice.n.02,restrainer.n.02,motorcycle.n.01,tempest.n.02,console_table.n.01,lyric.n.02,font.n.01,pointer.n.04,cam.n.02,performance.n.02,slide.n.05,ethernet.n.01,pop_music.n.01,kilometer.n.01,circuit_breaker.n.01,signal.n.01,windowpane.n.01,great.n.01,manta.n.01,wrong.n.02,transcript.n.02,wise_men.n.01,senator.n.01,sunlight.n.01,church_service.n.01,omnipotence.n.01,variety_show.n.01,dyer.n.01,reduced_instruction_set_computing.n.01,bathtub.n.01,marriage.n.04,space.n.08,peter.n.01,junior.n.04,subject.n.06,bel.n.01,day.n.04,new_mexico.n.01,pawl.n.01,ocean.n.01,national_rifle_association.n.01,driver.n.05,stick.n.03,scanner.n.04,controversy.n.01,rhode_island.n.01,phone.n.02,ampere.n.01,converter.n.01,armenian.n.03,macintosh.n.02,yeast.n.01,liaison.n.02,volt.n.01
familiar.n.03,0.20716289795705095,0.0003910036039494632,0.0021408355147500466,0.0,0.0,0.00028614730170912816,0.00017807099994415282,0.0005924691276499525,-0.0009716222205513619,-0.000964948991001599,0.0,0.00041017628829638665,-0.0008694649923092314,0.0,-0.00088122368990933,0.0,0.002415893746714955,0.0,0.005612489387940569,0.008911626671476977,0.0004709957029683155,0.0044842078983854524,0.0,0.006188513692188631,0.0016756932133680643,0.0008838694051252743,0.0010315595563837733,-0.005479645047271706,0.0017853170274006473,0.0,0.008351273199770127,0.0005279541416834134,0.008025178442666555,0.0,0.0,0.0,-0.001742004873623998,0.0,0.0,0.003800623309408569,-0.011211035468072977,0.006714303936165539,0.001657150357942128,0.0,-7.459230252794244e-05,0.0004185703906574297,0.0,0.00893884995002086,0.0004978993158957099,0.0,0.0008133637855344897,0.0,0.0,0.003730717913190325,0.00034865783458696306,-0.001418551698674598,-0.0009074401082843884,0.0007686043340444927,0.0,0.0,0.00035777055234152884,0.0,0.00121110525880305,0.012840500530114733,0.0010364697549065938,-0.0011275204102821753,0.0,0.0,0.010095887794834156,0.0,-0.0008315139428517798,0.0,-0.001785908580257895,0.007548375983583723,0.0,0.0005126787400992083,0.0,0.0,-0.16609629590583122,0.009165913481012092,0.010442271225126025,0.0,0.0,0.0017684677492319592,0.0004937210572736936,0.0,0.0,0.0007745550398381271,0.0008685378127659647,0.0006440798090538168,-0.001603909727047821,0.0014272159737949552,0.0,0.0,0.0005924691276499455,0.0,0.001706350923735912,0.0,-0.0007270037303168044,0.0
microphone.n.01,0.00039100360394946326,0.2323943964787531,-0.00025050041088975545,0.0,0.0,-0.0008644115501053296,-0.0468468105016991,-0.00858282169569861,9.785047215060997e-06,9.71784222032102e-06,0.0,-0.005942031039179087,8.75623860965302e-06,0.0,8.874658514808394e-06,0.0,-0.001811558879133193,0.0,-0.00022014195317784075,-0.00022925110220107432,-0.006823093304543775,-0.0001153559996508727,0.0,-0.00015919917173612167,-0.00019607383920052768,-0.0026700476223664245,-0.0007735153403425636,5.5184601973082715e-05,0.00019578755259249824,0.0,-0.00021483604019873766,-0.0076482234265067015,-0.00020644727064589703,0.0,0.0,0.0,1.7543443919597308e-05,0.0,0.0,-0.0004447131477801514,0.00011290449010374412,-0.00019570804930076077,-0.0012426148497097053,0.0,-0.0029836858776607173,-0.006063632453494184,0.0,-0.0002299514195327756,-0.0015040851927630436,0.0,-0.0024570598655097656,0.0,0.0,-0.00014633213025398627,-0.005050842123939912,1.4286000314668839e-05,9.138679742589843e-06,-0.0023218477331107047,0.0,0.0,-0.09412205959358282,0.0,-0.0009081477561390593,-0.00033032116445856706,-0.0007771972546421668,1.135507218463514e-05,0.0,0.0,-0.00025971615396231306,0.0,8.37403984664848e-06,0.0,1.7985590911753412e-05,-0.00019418155381254178,0.0,-0.001548731795785655,0.0,0.0,-0.0008045785835390556,-0.00023579261628263728,-0.00026862684850844607,0.0,0.0,-0.00020692944169491728,-0.0071523048277641445,0.0,0.0,-0.0023398239949470835,-0.0026237329954671464,-0.0019456763101044481,1.6152710462871965e-05,-0.00016699937262849198,0.0,0.0,-0.008582821695698614,0.0,-0.0012795079133816143,0.0,7.3215347243075e-06,0.0
leo.n.03,0.002140835514750047,-0.0002505004108897583,0.10209008316122113,0.0,0.0,-0.00018332316103765431,-0.00011408298594435804,-0.0003795713349358068,5.357540539246837e-05,5.32074424426271e-05,0.0,-0.00026278358490210065,4.794243940931397e-05,0.0,4.859081588474652e-05,0.0,-0.0015477667471738123,0.0,-0.001205328306156685,-0.0012552030120190048,-0.00030174815763622125,-0.0006316008814179803,0.0,-0.0008716524280823126,-0.012415851747589803,-0.0005662598679918759,-0.0006608790561551799,0.0003021485085508042,-0.0011437813984705588,0.0,-0.0011762772006704506,-0.0003382391570992756,-0.0011303467396660519,0.0,0.0,0.0,9.605442869256425e-05,0.0,0.0,-0.004499581867709612,0.000618178297456511,-0.001071547009371505,-0.0010616701262535382,0.0,4.778831254679848e-05,-0.0002681613514220321,0.0,-0.001259037412009601,-0.00031898422918303054,0.0,-0.0005210897301743896,0.0,0.0,-0.0008012023885009278,-0.00022337116574315982,7.821916864307583e-05,5.003639340723736e-05,-0.0004924141351768256,0.0,0.0,-0.0002292093204782697,0.0,-0.0007759068251455909,-0.0018085850693025471,-0.0006640248244680326,6.217165662892224e-05,0.0,0.0,-0.001422006243780567,0.0,4.584981244304451e-05,0.0,9.84752861322064e-05,-0.001063189092152117,0.0,-0.0003284528166801539,0.0,0.0,-0.0044052545517465095,-0.0012910193204228072,-0.0014707943653035928,0.0,0.0,-0.013103253757724021,-0.0003163073855656169,0.0,0.0,-0.0004962265149895227,-0.0005564375283847478,-0.0004126362396256393,8.843984011681823e-05,-0.010574788870102022,0.0,0.0,-0.00037957133493580895,0.0,-0.0010931909660178347,0.0,4.0087102527829614e-05,0.0
nan.n.04,0.0,0.0,0.0,0.1126514631027082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013829456045957927,0.0,0.0,0.0,0.0,0.003712847437676484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00538177977654281,-0.005381779776542807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05501217535836389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00788588506389803,0.0,0.0,0.0,0.0,-0.017453338896251402,0.0,0.0
gram.n.01,0.0,0.0,0.0,0.0,0.3193068765618949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03694731521566512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02077977880005096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1541945121528873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.030284260009928454,-0.015255288403972014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011984231567522232,0.0,0.0,0.0,0.0,0.0,-0.023228981901950368
wagon.n.04,0.00028614730170912545,-0.0008644115501053449,-0.00018332316103766011,0.0,0.0,0.13155302226020388,-0.0003936706146330794,-0.0013098016280373012,7.160969437120648e-06,7.111786954626907e-06,0.0,-0.0009067975783378376,6.408058713436546e-06,0.0,6.494721690418429e-06,0.0,-0.0013257491233205762,0.0,-0.00016110599815074487,-0.00016777232651072797,-0.00104125415107023,-8.442072580058132e-05,0.0,-0.00011650637734916651,-0.00014349228359090084,-0.055201152619548596,-0.0005660800187873965,4.038562507094087e-05,0.0001432827710964589,0.0,-0.00015722298360372084,-0.001167175067921072,-0.00015108384895647144,0.0,0.0,0.0,1.2838779718580191e-05,0.0,0.0,-0.0003254534382458331,8.262664299689331e-05,-0.00014322458837849893,-0.000909380074036579,0.0,-0.0021835442293023353,-0.0009253548472743889,0.0,-0.0001682848381929306,-0.03109578854811924,0.0,-0.0017981446808973637,0.0,0.0,-0.00010708991887180398,-0.0007707956044585378,1.0454891977892305e-05,6.687939760943653e-06,-0.0016991926854335807,0.0,0.0,-0.0007909415529877506,0.0,-0.0006646077615335335,-0.00024173820638096198,-0.0005687745459766896,8.309957334218434e-06,0.0,0.0,-0.00019006749788474952,0.0,6.128355038980453e-06,0.0,1.316235517283782e-05,-0.00014210745656535013,0.0,-0.013467080431677896,0.0,0.0,-0.0005888129632749006,-0.00017255958827666894,-0.0001965885917441667,0.0,0.0,-0.00015143671512764858,-0.001091494247436068,0.0,0.0,-0.0017123482133298445,-0.0019201207085425775,-0.0014238999858623641,1.1821002332338896e-05,-0.00012221478109684602,0.0,0.0,-0.0013098016280372986,0.0,-0.0009363794431341229,0.0,5.358102545778637e-06,0.0
small_computer_system_interface.n.01,0.00017807099994415274,-0.04684681050169913,-0.00011408298594435731,0.0,0.0,-0.00039367061463307717,0.13134895789476544,-0.003908791699763861,4.456309672050712e-06,4.425703149518158e-06,0.0,-0.0027061218826580588,3.987769292203294e-06,0.0,4.041700127395952e-06,0.0,-0.0008250207870376837,0.0,-0.00010025712636935923,-0.00010440561824724335,-0.003107375571938193,-5.253547026140101e-05,0.0,-7.250254323741723e-05,-8.929601736826754e-05,-0.001215994034865082,-0.0003522746305549348,2.5132190996727954e-05,8.916563661974117e-05,0.0,-9.784070559916487e-05,-0.003483156624639107,-9.402028919510218e-05,0.0,0.0,0.0,7.989641450032843e-06,0.0,0.0,-0.00020253141943867627,5.141900291424708e-05,-8.912942920242324e-05,-0.0005659120954339338,0.0,-0.0013588312802941941,-0.00276150164188022,0.0,-0.00010472455701475184,-0.0006849910117737009,0.0,-0.001118995075120894,0.0,0.0,-6.664263064350942e-05,-0.0023002563109016092,6.5061353285234194e-06,4.161940768562987e-06,-0.00105741671784316,0.0,0.0,-0.04286510175184649,0.0,-0.000413588973091979,-0.00015043498183575846,-0.0003539514492707053,5.171331000359148e-06,0.0,0.0,-0.00011828002292198229,0.0,3.8137081960442186e-06,0.0,8.191004189967426e-06,-8.843423208594816e-05,0.0,-0.0007053239835520835,0.0,0.0,-0.00036642146378518985,-0.00010738475690962257,-0.0001223381345915378,0.0,0.0,-9.423987970520471e-05,-0.0032573052005678287,0.0,0.0,-0.001065603473382311,-0.0011949014110613902,-0.000886100595003033,7.356273126075079e-06,-7.605491349344491e-05,0.0,0.0,-0.003908791699763868,0.0,-0.0005827139475721281,0.0,3.334375940053425e-06,0.0
objective.n.02,0.0005924691276499541,-0.0085828216956986,-0.0003795713349358098,0.0,0.0,-0.0013098016280373116,-0.003908791699763868,0.1458725472550577,1.4826815735105332e-05,1.4724983209253675e-05,0.0,-0.009003676464082939,1.3267911083567399e-05,0.0,1.3447347122507235e-05,0.0,-0.0027449688390731707,0.0,-0.0003335706107079489,-0.00034737327012314417,-0.010338708127456995,-0.0001747934489401174,0.0,-0.00024122691823906027,-0.0002971013445725897,-0.004045795920110598,-0.0011720709330747248,8.361859752813866e-05,0.0002966675481185538,0.0,-0.0003255308136258722,-0.011588988479400453,-0.00031281971089222544,0.0,0.0,0.0,2.658274453235741e-05,0.0,0.0,-0.0006738526398693417,0.00017107879335090013,-0.00029654708056932105,-0.0018828750645161509,0.0,-0.0045210370218163685,-0.009187933292236336,0.0,-0.0003484344276020062,-0.002279068614883414,0.0,-0.003723065722152386,0.0,0.0,-0.0002217301034645919,-0.007653300370743137,2.1646895472433593e-05,1.3847405906939569e-05,-0.0035181852215099424,0.0,0.0,-0.00785333134452629,0.0,-0.0013760730167758691,-0.0005005199189324513,-0.0011776499623499794,1.7205799751407072e-05,0.0,0.0,-0.00039353551123418273,0.0,1.2688783511803824e-05,0.0,2.7252708798900848e-05,-0.00029423405470170095,0.0,-0.002346719484794011,0.0,0.0,-0.0012191395851604994,-0.00035728531467277936,-0.00040703746203763153,0.0,0.0,-0.00031355032170478104,-0.010837546659901604,0.0,0.0,-0.0035454237944055065,-0.003975617573109989,-0.002948190590810427,2.4475432401274517e-05,-0.00025304619092995,0.0,0.0,-0.013005140698096777,0.0,-0.001938777365746233,0.0,1.1093972657423147e-05,0.0
comprehensive_examination.n.01,-0.0009716222205513596,9.78504721506101e-06,5.3575405392468456e-05,0.0,0.0,7.16096943712064e-06,4.4563096720506716e-06,1.4826815735105349e-05,0.18427167142805367,-0.004861798897397005,0.0,1.0264852566416181e-05,-0.00438071232816836,0.0,-0.004439957348951959,0.0,6.04588656968796e-05,0.0,0.00014045515974866948,0.0002230176061361058,1.1786886732203856e-05,0.00011221939021698224,0.0,0.0001548704361224865,4.193500275993129e-05,2.211924333622392e-05,2.5815258126539548e-05,-0.002134143792177475,4.467838973992072e-05,0.0,0.00020899449964196842,1.3212298177248815e-05,0.00020083382653662604,0.0,0.0,0.0,-0.008776917176787144,0.0,0.0,9.51123676446496e-05,-0.002448449630164644,0.00016802858175225794,4.147095917053183e-05,0.0,-1.8667070961585537e-06,1.04749188857575e-05,0.0,0.0002236988813550807,1.2460162170310313e-05,0.0,2.0354807383065476e-05,0.0,0.0,9.336295256081453e-05,8.725324623287412e-06,-0.007147230733262038,-0.004572046148606757,1.9234681272395518e-05,0.0,0.0,8.953374627392939e-06,0.0,3.0308472914557156e-05,0.00032133950348045424,2.593813813044694e-05,-0.0056808987196437285,0.0,0.0,0.00025265429206422035,0.0,-0.004189499764470283,0.0,-0.00516468377390097,0.00018890162302940278,0.0,1.283002414135584e-05,0.0,0.0,-0.004156637128836714,0.00022938125192436772,0.00026132269866120607,0.0,0.0,4.425672870980498e-05,1.2355599303164864e-05,0.0,0.0,1.938360045514856e-05,2.173556310002516e-05,1.611839706386352e-05,-0.00808113860442647,3.571674416453188e-05,0.0,0.0,1.4826815735105156e-05,0.0,4.270222623415232e-05,0.0,-0.09908951375361189,0.0
goal.n.04,-0.0009649489910015998,9.717842220321112e-06,5.32074424426272e-05,0.0,0.0,7.1117869546269816e-06,4.4257031495181505e-06,1.4724983209253688e-05,-0.004861798897397,0.1331855757079095,0.0,1.0194352205245701e-05,-0.004350625018163505,0.0,-0.026538932535356805,0.0,6.004362623386653e-05,0.0,0.0001394904951880761,0.00022148589180526285,1.1705932839654577e-05,0.00011144865264530857,0.0,0.00015380676554264928,4.164698763052432e-05,2.196732545587138e-05,2.5637955529171035e-05,-0.002119486211158667,4.437153266693315e-05,0.0,0.00020755909785591555,1.3121554370909559e-05,0.00019945447332970275,0.0,0.0,0.0,-0.008716636152103809,0.0,0.0,9.445912336010285e-05,-0.002431633355199419,0.00016687453929291923,4.11861311536956e-05,0.0,-1.8538863056379737e-06,1.0402975761401943e-05,0.0,0.00022216248793618647,1.2374584133259546e-05,0.0,2.0215007881535718e-05,0.0,0.0,9.272172348977899e-05,8.665397943065621e-06,-0.007098142609998355,-0.02732846618786872,1.9102574944717755e-05,0.0,0.0,8.891881669667365e-06,0.0,3.0100310325452584e-05,0.00031913250139180917,2.5759991577005995e-05,-0.005641881558031673,0.0,0.0,0.0002509190290658923,0.0,-0.004160725727570311,0.0,-0.005129212044615481,0.00018760422176980422,0.0,1.2741905843509952e-05,0.0,0.0,-0.004128088796852253,0.00022780583123500396,0.00025952789990316713,0.0,0.0,4.395276766038146e-05,1.2270739417675545e-05,0.0,0.0,1.925047133088396e-05,2.158628038613513e-05,1.600769378711025e-05,-0.008025636278738445,3.547143685523145e-05,0.0,0.0,1.4724983209253515e-05,0.0,4.24089417127418e-05,0.0,-0.003637777996114614,0.0
