,april.n.01,nothing.n.01,pound.n.10,wrinkle.n.01,austral.n.01,acre.n.03,wheat.n.02,billion.n.03,whitethorn.n.01,usage.n.03,hour_angle.n.02,mexico.n.01,volt.n.01,franc.n.01,security.n.04,termination.n.05,montana.n.01,elevation.n.03,dole.n.01,taiwan.n.02,redemption.n.02,portland.n.02,sugar.n.01,percentage.n.01,store.n.02,hectare.n.01,worm.n.02,rescue.n.01,yugoslav.n.01,alberta.n.01,february.n.01,fob.n.03,cooperative.n.01,sellers.n.01,treatment.n.01,duty.n.03,cargo.n.01,colombia.n.01,malted.n.01,basket.n.04,july.n.01,loanword.n.01,mission.n.04,jordan.n.02,bonus.n.02,army.n.02,government_accounting_office.n.01,argentina.n.01,pale_yellow.n.01,semolina.n.01,connecticut.n.01,food_and_agriculture_organization.n.01,home_plate.n.01,estate.n.02,maximum.n.03,june.n.01,cambodia.n.01,workweek.n.01,intravenous_feeding.n.01,ski_tow.n.01,commitment.n.05,license.n.01,protein.n.01,roberts.n.04,rebate.n.01,renewal.n.02,seaway.n.01,burlington.n.01,hydrofluorocarbon.n.01,substitute.n.02,elevator.n.01,registration.n.02,goal.n.01,bushel.n.02,tanzania.n.01,planting.n.03,season.n.03,millimeter.n.01,soviet_union.n.01,metric_ton.n.01,brazil_nut.n.02,pitch.n.02,offerer.n.01,source.n.07,arabian_peninsula.n.01,saudi.n.01,agreement.n.06,lining.n.03,cooperation.n.02,blemish.n.01,january.n.01,water.n.01,peer.n.01,exporter.n.01,algeria.n.01,paddy.n.01,month.n.02,hassium.n.01,barley.n.02,stage_set.n.01
april.n.01,0.2632651598995242,-0.002664596114213263,-0.000987371169813235,0.0008545021416304997,-0.0005047704265656337,0.000144291743215615,0.0001391215102179266,-0.0037298087667720073,5.965267610917699e-05,-0.00016557761391141793,-0.0027928562835542042,0.00010689602575337192,-0.0011146387221057186,-0.001409225200205729,-0.0003980326508241773,-0.00016917459720516677,0.00013260115732640626,-5.890572972124601e-05,-2.509365744938487e-05,6.136609116500989e-05,-1.7311439252962387e-05,0.00012124125025208368,0.00016177490067089938,-7.679592403446957e-05,-6.263132158878578e-05,-0.0007204829792103214,3.1560418353011206e-05,-0.0001242047473572769,1.932001883277118e-05,0.00015259594650934665,-0.04107322761702207,2.2457562700884672e-05,-0.00015574715095971386,3.7590794342021e-05,-6.999789460807162e-05,-4.201510829222248e-05,4.850645480042678e-05,5.742817983749268e-05,-0.0019461177980925407,-6.038403638109787e-05,-0.05565431843149792,1.9790008215609337e-05,-3.1087517181228774e-05,4.958274655070781e-05,-3.37914033854104e-05,-0.00017415627637560815,-0.00012142109609753759,3.442129809682183e-05,5.691123510172955e-05,8.045672251996239e-05,0.00014542805099586133,-9.285284875522767e-05,3.594636939389101e-05,-3.951288888968371e-05,0.00031808354035406166,-0.05615316600153619,5.9213900708184195e-05,-0.0165127292838845,-4.6358868995271363e-05,2.8193646045192253e-05,-6.076539113017418e-05,-0.00010695769936154265,-0.00042036524019730895,3.188270076433351e-05,-2.1123910470226668e-05,-5.0131326340346224e-05,3.126573786355183e-05,0.00013642079042038284,-6.187234632999992e-05,3.909069789702294e-05,3.030406460569604e-05,-0.0001544526622812657,-0.00034439378234509975,-0.0009997193914812268,3.3497741923823614e-05,-7.916696070244718e-05,-0.0116316672480502,-0.0005023450090194344,0.00011873267890100902,-0.0009362175945398743,6.389458142687256e-05,-0.00011616668702374153,2.633284693102582e-05,6.562884390756619e-05,3.983751369592922e-05,3.406463198217925e-05,-0.00013628488930547675,-3.3652132463386494e-05,-6.216309294375917e-05,7.311052281452599e-05,-0.05097391114897899,-0.00022813617300222283,6.607244716662383e-05,3.663588194105193e-05,4.610237008394144e-05,2.06885401714222e-05,-0.004987087291522268,-0.00023564776874255753,2.0119897186144085e-05,4.7446875885844776e-05
nothing.n.01,-0.002664596114213275,0.11449496430859689,-0.0030135890088337828,0.002608054945061568,-0.0015406269253033368,0.00044039771943340676,0.00042461747608491185,-0.011383875738160382,0.0001820679543480511,-0.0005053650467501027,-0.008524171311345063,0.00032626098284731876,-0.0034020266182105308,-0.004301143991387561,-0.0012148489426803814,-0.000516343521360673,0.00040471648605365317,-0.00017978817396385274,-7.658920231102813e-05,0.00018729752650661834,-5.28368304187749e-05,0.0003700445286913286,0.0004937586567969337,-0.00023439144231573604,-0.0001911591791609529,-0.002199010517605833,9.632662241983594e-05,-0.00037908951863731375,5.896728422393845e-05,0.0004657432597309286,-0.002249515405447226,6.854348819338326e-05,-0.00047536115762641555,0.00011473213734189893,-0.0002136429463221003,-0.00012823573588678942,0.00014804819455251759,0.00017527849389032432,-0.00593981208438242,-0.00018430016381937488,-0.003048098577951437,6.040175474698788e-05,-9.488326472708519e-05,0.0001513331810784631,-0.00010313588744402695,-0.0005315482731830404,-0.0003705934422911108,0.00010505841043950523,0.00017370070934335906,0.0002455646894356972,0.0004438658829183204,-0.00028339932641601064,0.00010971313222908707,-0.0001205986272494938,0.0009708335531847056,-0.003075419666623452,0.00018072875307683042,-0.007844276391086076,-0.00014149347513613564,8.60507825611438e-05,-0.0001854641095729043,-0.000326449218956908,-0.0012830109955449076,9.731027148939886e-05,-6.447300302347184e-05,-0.00015300752004547148,9.54272181114038e-05,0.00041637451766496223,-0.00018884268505237975,0.00011931004381299848,9.24920625705419e-05,-0.0004714102048614338,-0.0010511359344046816,-0.0030512774346608314,0.00010223959334510605,-0.00024162816368316262,-0.005525556146063424,-0.001533224226214579,0.0003623880330566549,-0.0028574614481763883,0.00019501481732394474,-0.00035455628228803514,8.037137452337406e-05,0.0002003080186144341,0.00012158942562200367,0.00010396981770379176,-0.00041595972926654226,-0.00010271081394309975,-0.00018973008264546888,0.00022314310435623747,-0.0027917601089134936,-0.000696302145025132,0.0002016619551548693,0.0001118176168414657,0.00014071060611627005,6.314419458004385e-05,-0.015221258132004098,-0.0007192285409478897,6.140862005369032e-05,0.00014481421783879586
pound.n.10,-0.0009873711698132467,-0.003013589008833795,0.13137306012664993,0.0009664197317959919,-0.006989299609153793,0.00016319021449463878,0.00015734281523895857,-0.012592165345639008,6.746562757155954e-05,-0.00018726398148324823,-0.0031586479295967057,0.00012089662916643685,-0.015433836006928249,-0.019512825281825096,-0.0004501645916551428,-0.00019133207617916934,0.0001499684654443338,-6.66208506041017e-05,-2.8380274923289086e-05,6.940345550438734e-05,-1.9578788237935858e-05,0.00013712070554633616,0.00018296321156009232,-8.685419578562741e-05,-7.083439825716965e-05,-0.00997616171624512,3.56940135713256e-05,-0.00014047234381386973,2.1850439582319403e-05,0.0001725820527697221,-0.0008335622218848404,2.5398920218932643e-05,-0.00017614598317011713,4.251421221331769e-05,-7.916580104099243e-05,-4.751799639690773e-05,5.485954072526162e-05,6.494978005576296e-05,-0.002201008691314963,-6.829277704656457e-05,-0.0011294787388468968,2.2381985369260685e-05,-3.5159174626711996e-05,5.607679874483318e-05,-3.821719970697872e-05,-0.0001969662259527472,-0.0001373241065271629,3.8929594267985515e-05,6.436512898405285e-05,9.099446380621093e-05,0.00016447534908555728,-0.00010501416066587588,4.065441030071151e-05,-4.468805123224356e-05,0.0003597442238952411,-0.0011396026203382794,6.696938398750259e-05,-0.002906711570767205,-5.243067694983618e-05,3.188628152219103e-05,-6.872407936443903e-05,-0.00012096638041569454,-0.0004754221702858133,3.6058506609246286e-05,-2.3890594179392096e-05,-5.669722824095806e-05,3.5360737590244246e-05,0.0001542883712823607,-6.997601694915594e-05,4.42105641833419e-05,3.427311010910127e-05,-0.00017468195009109737,-0.0003895004243419131,-0.01384260642938966,3.788507621996301e-05,-8.953577668415738e-05,-0.002047505363648035,-0.006955716084811907,0.0001342835764928344,-0.012963329314122578,7.226311232871733e-05,-0.00013138150631535105,2.9781766046773614e-05,7.422451815768032e-05,4.5055193458001105e-05,3.8526214154512574e-05,-0.00015413467065059072,-3.805968791086958e-05,-7.030484381897777e-05,8.268610271129845e-05,-0.0010344920304703347,-0.0002580160872447743,7.472622192383478e-05,4.1434231085743284e-05,5.214058334209199e-05,2.339820167748798e-05,-0.005640266218080688,-0.0002665115069600193,2.2755081228109862e-05,5.3661184488853766e-05
wrinkle.n.01,0.0008545021416305097,0.0026080549450615497,0.0009664197317959863,0.3781974053789846,0.0004940594937083013,0.03526196302893355,0.021966749308299307,0.003650664408923251,0.013504449639294718,0.003868503256433381,-0.6916432192321873,0.02612321137754047,0.0010909867411569116,0.0013793222667019612,0.00929950957442775,0.003952542041970238,0.03240502195784373,0.01297443234514091,0.005527067781179693,0.013892340490835979,0.0038129753836752818,0.029628892053665385,0.025543632194949678,0.016914882906686347,0.013795022122395627,0.0007051947523075111,0.007144793964704424,0.002901880624232007,0.004373755519029257,0.037291341169377726,0.0007213910285810796,0.005084047259846904,0.003638827414134683,0.00850997846540532,0.0016354087780228864,0.009254145268904218,0.010981116334733988,0.014034277423778494,0.0019048223180668101,0.0014107936203372104,0.000977486512446331,0.03726019415814633,0.0007263189667315261,0.01211701332855466,0.007442812085446968,0.004068932426141743,0.002836844272344266,0.00841186414308067,0.05387668613040671,0.01270380583847101,0.035539653505488926,0.0021693847331976032,0.008137705914598531,0.0087030125267304,0.07773313836341021,0.000986248038689434,0.014470671232038754,0.002515559840371425,0.0010831140239085059,0.0063826084259583525,0.001419703472664345,0.002498926023309665,-0.061120144874644594,0.007217753752549649,0.004652700994584165,0.0011712525299506851,0.007078082828018776,0.03333846248563984,-0.00899609770219962,0.008849533592576078,0.0068603747732048645,0.003608583388087308,0.008046307933934758,0.000978505931431314,0.00818616582589607,0.0018496319523193018,0.0017719756984276942,0.0004916855421021118,0.029015848311412632,0.000916351605434301,0.01446475184992199,0.002714081912551474,0.0059613520873472705,0.013276768111915943,0.009018601218774572,0.007711709467023749,0.003184117258525931,0.000786237830979809,0.0014523589379150429,0.06921221589142193,0.0008952820201381819,-0.03317047798361787,0.01495778720259894,0.00829380096474784,0.011266480210284141,0.0046835677303756,0.004881264219642717,-0.034262646831054205,0.0045548356925477025,0.010741243943013559
austral.n.01,-0.0005047704265656332,-0.0015406269253033361,-0.00698929960915379,0.0004940594937083015,0.10799297055249564,8.342718189490581e-05,8.043783573327203e-05,-0.0064374501375257,3.449022479991535e-05,-9.573433244111931e-05,-0.0016147849071740307,6.180557518833776e-05,-0.007890187826969606,-0.04739085710833888,-0.00023013612297135492,-9.78140507453898e-05,7.666787180756738e-05,-3.405835232555805e-05,-1.4508752044875547e-05,3.548089402560216e-05,-1.0009197749182052e-05,7.009975493075741e-05,9.353566436669827e-05,-4.440217700909534e-05,-3.6212430053588306e-05,-0.005100079442211432,1.8247729938930104e-05,-7.181320163623119e-05,1.1170526389483454e-05,8.822853963887033e-05,-0.0004261391978756983,1.2984604154121709e-05,-9.005051573403795e-05,2.1734397043491976e-05,-4.0471664944833874e-05,-2.42924647226107e-05,2.8045657620652185e-05,3.3204056576102936e-05,-0.0011252142354934882,-3.491308563087426e-05,-0.0005774195988651359,1.144226674591136e-05,-1.797430603263212e-05,2.8667952324573148e-05,-1.95376498605743e-05,-0.0001006943780949127,-7.020373892684342e-05,1.9901844924634555e-05,3.29051673843958e-05,4.651879223824169e-05,8.408417690902599e-05,-5.3686034487691444e-05,2.0783616796453434e-05,-2.2845721419184196e-05,0.00018391082391484964,-0.0005825951965888045,3.4236531869371484e-05,-0.0014859883338065665,-2.680395780048941e-05,1.6301115950744823e-05,-3.5133578857360906e-05,-6.184123388378774e-05,-0.00024304846954293843,1.843406848299165e-05,-1.2213507729945516e-05,-2.8985132399288518e-05,1.8077350385346073e-05,7.887632267108288e-05,-3.577360267818034e-05,2.260161732872318e-05,1.7521326263530922e-05,-8.930206305038946e-05,-0.00019912298571544209,-0.0070767089072134885,1.9367859492635642e-05,-4.5773072550108164e-05,-0.0010467392480170627,-0.003555947228906862,6.864933903211683e-05,-0.006627199038876233,3.694282672039783e-05,-6.71657235021148e-05,1.5225231615939538e-05,3.794554959424932e-05,2.303341429859058e-05,1.969562627234729e-05,-7.8797746816497e-05,-1.945712563732137e-05,-3.594170772765013e-05,4.2271336871753815e-05,-0.0005288598649260034,-0.00013190469238024669,3.820203391523605e-05,2.1182281941172667e-05,2.6655654225701965e-05,1.1961783575115162e-05,-0.0028834542387771176,-0.0001362477770930888,1.1633003281046977e-05,2.7433026011463352e-05
acre.n.03,0.00014429174321561617,0.0004403977194334065,0.00016319021449463875,0.03526196302893358,8.342718189490619e-05,0.1396861509040169,0.0027092682351778237,0.0006164533776985154,0.0007998599512945386,0.0006532377759065047,-0.08992029451000583,-0.003003162405532847,0.00018422467427205513,0.00023291318373851365,0.0015703207542394986,0.0006674286155452392,-0.0037253284937981083,0.0019179662696292064,0.0008170476589850289,0.0008228344793877587,0.0005636592012871029,-0.018742252690623226,0.0031504229572418517,0.002500469693527832,0.002039271269502018,0.00011907960806604286,0.00042318159608586715,0.0004900132995279416,0.0002590547537935596,-0.004287066862999099,0.00012181452097410874,0.00030112488122490424,0.0006144545756718541,0.0005040406045908562,0.0002761561053559988,0.0013680088660413964,0.0006504045267496649,-0.0016134009612671914,0.0003216494370223779,0.00023822745535487106,0.00016505895770080068,0.005404169973893851,0.00012264665556048734,-0.0013929894900648304,0.001100245633206613,0.0006870823654979276,0.0004790312222117103,-0.0009670401463990292,0.009363835006823171,0.0015668234357749306,-0.0040856902993599885,0.000366323604831618,0.00048199113850300846,0.0012865367845307533,0.0037581382633068957,0.00016653843426762838,-0.0016635694286900502,0.0004247789406797533,0.0001828952825241912,0.00037803783205383714,0.00023973197835305192,0.0004219701443722462,-0.008651538438741726,0.00042750295785263045,0.0006877929864596167,0.0001977784034219097,0.00041923033794760337,-0.021088803695088757,-0.0012733949703307007,0.0005241522385141086,0.0004063356285169302,0.000609347551326769,0.001358704374949498,0.00016523109740091817,-0.0009410935393236289,0.000312329958820464,0.00029921687729648474,8.302631500542963e-05,-0.0033357041580422578,0.00015473568070203473,0.000856738039623703,0.0004583014966407911,0.00035308708741160544,0.001019973091970429,0.0005341660063364704,0.000456759640225772,0.0005376719465664007,0.0001327645908501379,0.0002452461997657088,0.012029169138116918,0.00015117785791483114,-0.0046952713527640185,0.0008859402095537612,0.0004912365489080632,-0.001295210964732111,0.00027740473375549514,0.0008242531984815241,-0.004849867530252993,0.00026978001714302074,0.0006361970377602423
wheat.n.02,0.0001391215102179255,0.00042461747608491175,0.0001573428152389579,0.021966749308299303,8.043783573327214e-05,0.002709268235177816,0.18648030136893232,0.0005943647430761565,0.0007880163517518917,0.0006298310900555967,-0.055262450768157376,0.002007114202006649,0.00017762357244403002,0.0002245674849388127,0.0015140533338065044,0.0006435134463554398,0.0024897620299411003,0.004910764684103864,0.002091970465022358,0.0008106506939038399,0.0014431941496479085,0.002276464756617264,-0.07840896466140004,0.006402207619126879,0.0052213542491100235,0.00011481277127237505,0.0004169155074415429,0.0004724552405977103,0.00025521890633227766,0.0028651906303251953,0.00011744968732595703,0.0002966660975343556,0.0005924375617255223,0.0004965772292032562,0.0002662609348035809,0.0035026526447703436,0.0006407739273640025,0.0010782899975454437,0.0003101241584726853,0.00022969133663330377,0.00015914459801083937,0.01516799636869795,0.000118252005031613,0.0009309816157807997,0.0028170711263003963,0.0006624629670551637,0.00046186667088807476,0.0006463053773489547,0.006042160794839155,-0.038995717423887064,0.00273060391597147,0.0003531975704007901,0.0004748542515788639,0.003294051363841535,0.0059724389823636774,0.000160571062268065,0.0011118192676481226,0.0004095583463000482,0.00017634181519643816,0.0003724401912573823,0.0002311419498631341,0.0004068501942222744,-0.02706765108024617,0.00042117288240891106,0.0017610265422098286,0.00019069164707110416,0.00041302275594434345,0.00256148069090478,-0.003984009432346085,0.0005163910683213813,0.00040031897965698865,0.0005875135312593703,0.0013100195504618687,0.0001593105696355156,0.0006289643892428864,0.00030113861395711383,0.00028849539775796615,8.005133262631963e-05,0.002229363013123936,0.000149191222616932,0.0008440522410187838,0.0004418797287141203,0.00034785889457582514,0.000378049442743953,0.0005262565613666183,0.00044999635840709326,0.0005184061924898527,0.00012800739647961758,0.00023645858679265358,0.007762009273749221,0.00014576088302706926,-0.014689869045091597,0.0008728220117446282,0.00048396276434544826,0.0008656329464963858,0.00027329717646059406,0.0007947187220779049,-0.015173546649975451,0.0002657853597251997,0.0006267768099650451
billion.n.03,-0.0037298087667720042,-0.011383875738160378,-0.012592165345639018,0.0036506644089232577,-0.0064374501375257034,0.000616453377698513,0.000594364743076157,0.21656407497275174,0.00025485237655842617,-0.0007073923780547082,-0.011931837893529404,0.0004566887520358258,-0.014215236902310779,-0.017972164139234522,-0.0017005032066748319,-0.0007227596641622957,0.0005665080308749733,-0.000251661219437862,-0.00010720689589539943,0.000262172549390417,-7.39591536042521e-05,0.0005179754334425399,0.0006911461579363991,-0.0003280929712920772,-0.00026757795617891265,-0.009188480563647782,0.0001348346486203276,-0.0005306362951078235,8.254034916511835e-05,0.0006519311815938264,-0.0031487932581868755,9.594478570509186e-05,-0.0006653939798382393,0.0001605980468881111,-0.0002990499497843899,-0.00017949991346632934,0.0002072327025477856,0.0002453487264548335,-0.008314341924892,-0.00025797694557322355,-0.004266622148619749,8.454827100513049e-05,-0.00013281428682992817,0.0002118309121893305,-0.00014436602046577458,-0.0007440427458050137,-0.0005187437835672517,0.00014705710114573648,0.00024314019863932266,0.0003437328931695624,0.0006213079920626323,-0.0003966924992967647,0.0001535726184675017,-0.00016880975498555987,0.0013589389695608065,-0.0043048652562723885,0.00025297780929653456,-0.01098014468173679,-0.0001980576347720183,0.00012045088614823918,-0.0002596061962699437,-0.00045695223838110495,-0.0017959140725014276,0.000136211526303033,-9.024706244010028e-05,-0.00021417459351663794,0.00013357569381792182,0.00058282653718639,-0.0002643354084666186,0.00016700604080444612,0.00012946716539601562,-0.0006598635738673984,-0.0014713434438709217,-0.012749644978143578,0.00014311141922623708,-0.00033822268162789166,-0.007734480901231478,-0.006406518245135474,0.0005072581377185736,-0.011939792360123574,0.0002729749440920597,-0.0004962955259665883,0.0001125010487314709,0.0002803841827651354,0.00017019664001334726,0.00014553332697694142,-0.0005822459308436406,-0.00014377101739502208,-0.00026557755668737444,0.0003123479398746958,-0.003907808494280665,-0.0009746594731500862,0.0002822793759432795,0.00015651840267656738,0.0001969618020047358,8.838704269631519e-05,-0.0213061865996192,-0.0010067510430683416,8.59576459673888e-05,0.00020270589466345532
whitethorn.n.01,5.965267610917725e-05,0.00018206795434805065,6.746562757155995e-05,0.013504449639294737,3.4490224799915604e-05,0.0007998599512945449,0.0007880163517518946,0.0002548523765584266,0.21766976964933032,0.0002700596763198084,-0.03436993593625159,0.0005925623188633017,7.616163323529872e-05,9.629029632242488e-05,0.0006491974748699988,0.0002759264122938954,0.0007350549163593666,0.0010660639953787997,0.00045413994268046515,-0.0019453598148704474,0.0003132989300548657,0.0006720829505581046,0.0009163303850857712,0.0013898371175845674,0.0011334890042914074,4.9229547948261755e-05,-0.006817615627381802,0.0002025798842990639,-0.00417347009923397,0.000845893074840209,5.036020775079718e-05,-0.0015656554058223631,0.00025402603759234544,-0.00812028484810618,0.00011416766019492074,0.0007603809412809197,-0.0033816845660003233,0.0003183446266853268,0.00013297538209600554,9.848730715909503e-05,6.82381979953701e-05,0.0031225649194178973,5.070422643027434e-05,0.00027485462686409817,0.0006115499913671982,0.00028405160888609693,0.00019803970558508104,0.00019080937831679863,0.003604750248525098,0.0004557254507572589,0.0008061589055209624,0.00015144444763906547,-0.002506043434491491,0.0007150962800736862,0.0017632490912179958,6.884983892842234e-05,0.00032824350639131834,0.00017561088390556306,7.56120399350148e-05,-0.001965553204879132,9.910930271552267e-05,0.00017444967944123022,-0.005247406455975432,-0.006887234400469063,0.0003822962638860214,8.17649768295306e-05,-0.0021797277004226134,0.0007562284878501629,-0.0007723506097363865,-0.008444290880021589,-0.002112683517808017,0.000251914706324529,0.0005617116419882098,6.830936349346272e-05,0.00018568978117915652,0.00012912255031023538,0.00012370137798595128,3.4324499567217304e-05,0.0006581770560559284,6.397037860758651e-05,-0.004454485918447439,0.0001894696822576445,-0.005688366571772119,-0.0012181715835961667,-0.0012628847103854596,-0.007358570623020659,0.00022228278463299703,5.488715404121382e-05,0.00010138897622000014,0.004630811030798865,6.249951377742247e-05,-0.0028478168806048555,-0.014272831979096647,-0.007914006666530707,0.00025556167434197046,-0.004469095219295195,0.00034076037883538945,-0.002941583900837002,-0.0678804051475132,-0.0033078147753375265
usage.n.03,-0.00016557761391141696,-0.0005053650467501024,-0.00018726398148324915,0.003868503256433385,-9.57343324411196e-05,0.0006532377759065036,0.0006298310900555973,-0.0007073923780547092,0.00027005967631980854,0.0940515213300679,-0.012643822761010226,0.00048393983300923864,-0.00021140143787710348,-0.00026727246031192756,-0.03371833704422095,-0.0007658874662914339,0.0006003121395871839,-0.00026667809961762763,-0.0001136040400946593,0.00027781665128825375,-7.837237130364019e-05,0.0005488835528478418,0.0007323875500889921,-0.00034767061161633,-0.00028354460418157597,-0.00013664619284292067,0.00014288036884267758,-0.0005622999009683865,8.746561550602433e-05,0.0006908325763391757,-0.00013978455920735162,0.00010166990836811103,-0.0007050987134077912,0.00017018109521240254,-0.00031689456356202644,-0.000190210855338198,0.00021959848806865572,0.000259988933776646,-0.0003690990566142967,-0.00027337069153642046,-0.0001894084010750704,8.959335207851513e-05,-0.00014073945001534668,0.0002244710775426705,-0.00015298048731214316,-0.0007884405309994733,-0.0005496977512036986,0.00015583214750537058,0.0002576486208666611,0.00036424378349307683,0.0006583820700329151,-0.00042036354302554487,0.0001627364523532739,-0.00017888280425972487,0.0014400282360083466,-0.00019110612954042558,0.00026807325172835444,-0.0004874421908707075,-0.00020987593469404492,0.00012763831267694793,-0.0002750971612744797,-0.009060653062203541,-0.0019030780864887683,0.00014433940621303568,-9.563219617769411e-05,-0.00022695460871156455,0.00014154629093047442,0.0006176043877192062,-0.0002801085703589417,0.00017697146062423225,0.00013719260245107217,-0.0006992383025041458,-0.0015591399992927251,-0.00018960593476736304,0.0001516510227443207,-0.0003584047720406706,-0.00034335725302552065,-9.527432979941295e-05,0.0005375267452193494,-0.00017756223763487755,0.0002892636358367209,-0.0005259099833066632,0.00011921410039939268,0.00029711499129531267,0.0001803524461235943,0.00015421744818662605,-0.0006169891360071742,-0.00015234997980475106,-0.00028142483882372506,0.00033098605820684014,-0.0001734795659954848,-0.001032818392339398,0.00029912327257235877,0.00016585801449348748,0.00020871471247422646,9.366118716950496e-05,-0.0009458467603339242,-0.0010668248987795355,9.108682587405216e-05,0.00021480156096711895
